0,57.4,31.2,88.16,58.1,31.6,88.88,0.07,0,0
0,57.2,31.2,88.16,58.2,31.6,88.88,0.15,0,0
0,56.8,31.1,87.98,57.4,31.6,88.88,-1,0,0
0,56.9,31.1,87.98,58,31.6,88.88,-1,0,0
0,56.7,31.1,87.98,-1,-1,30.2,184.06,0,51
0,57.6,31.1,87.98,-1,-1,30.2,184.82,0,60
0,57,31.1,87.98,-1,-1,30.2,184.27,0,60
0,57.1,31.1,87.98,-1,-1,30.2,170.76,0,57
0,57.4,31.1,87.98,74.1,29.5,85.1,176.85,0,73
0,57.3,31.1,87.98,74.7,29.1,84.38,179.89,0,71
0,57.1,31.1,87.98,74.7,28.9,84.02,175.64,0,70
0,57.4,31.1,87.98,74.1,28.6,83.48,176.19,0,71
0,57.2,31.1,87.98,74.8,28.4,83.12,176.46,0,63
0,57,31.1,87.98,78,28.3,82.94,176.24,0,69
0,57.1,31.1,87.98,74.7,28.2,82.76,174.14,0,63
0,57.2,31.1,87.98,75.7,28.1,82.58,171.85,0,63
0,57.1,31.1,87.98,76.7,28,82.4,171.59,0,63
0,57.1,31.1,87.98,78.6,27.9,82.22,173.31,0,63
0,57.1,31.1,87.98,77.9,27.8,82.04,172.66,0,63
0,57.1,31.1,87.98,77.5,27.8,82.04,171.69,0,61
0,57,31.1,87.98,78,27.7,81.86,169.89,0,60
0,57,31.1,87.98,80.7,27.7,81.86,170.05,0,61
0,57.1,31.1,87.98,79.3,27.7,81.86,169.93,0,59
0,57.1,31.1,87.98,79.5,27.6,81.68,169.52,0,58
0,57.1,31.1,87.98,78.8,27.6,81.68,169.79,0,59
0,57.5,31.1,87.98,78.2,27.6,81.68,170.99,0,57
0,57.7,31.1,87.98,79.2,27.6,81.68,168.14,0,57
0,57.4,31.1,87.98,78,27.6,81.68,166.91,0,59
0,57.4,31.1,87.98,80.1,27.6,81.68,165.21,0,55
0,57.5,31.1,87.98,81.9,27.6,81.68,166.3,0,54
0,57.6,31.1,87.98,79.3,27.6,81.68,165.15,0,53
0,57.5,31.1,87.98,81.2,27.6,81.68,163.84,0,53
0,57.5,31.1,87.98,79.9,27.6,81.68,163.36,0,52
0,57.4,31.1,87.98,79.7,27.6,81.68,162.06,0,53
0,57.5,31.1,87.98,78.3,27.7,81.86,166.25,0,51
0,57.5,31.1,87.98,77.2,27.7,81.86,163.02,0,53
0,57.5,31.1,87.98,78.3,27.7,81.86,161.27,0,47
0,57.6,31.1,87.98,79.3,27.8,82.04,160.26,0,47
0,57.6,31.1,87.98,80,27.8,82.04,161.49,0,51
0,57.6,31.1,87.98,79.2,27.8,82.04,160.6,0,47
0,57.7,31.1,87.98,77.4,27.9,82.22,160.36,0,45
0,57.5,31.1,87.98,78,27.9,82.22,158.85,0,46
0,57.8,31.1,87.98,78.6,27.9,82.22,158.03,0,43
0,57.7,31.1,87.98,76.7,28,82.4,157.83,0,43
0,57.8,31.1,87.98,76.2,28,82.4,157.86,0,43
0,57.8,31.1,87.98,77.4,28.1,82.58,157.97,0,42
0,57.8,31.1,87.98,75.6,28.1,82.58,157.62,0,41
0,57.8,31.1,87.98,75,28.2,82.76,155.39,0,40
0,58.1,31.1,87.98,73.7,28.3,82.94,154.51,0,39
0,58.1,31.1,87.98,75.2,28.3,82.94,152.95,0,40
0,58.1,31,87.8,75.7,28.4,83.12,153.96,0,39
0,58,31.1,87.98,75.5,28.4,83.12,153.22,0,37
0,58,31,87.8,75.1,28.5,83.3,153.39,0,37
0,58.2,31,87.8,73.6,28.5,83.3,153.13,0,35
0,58.1,31.1,87.98,73.3,28.5,83.3,151.82,0,37
0,58.2,31,87.8,73.3,28.6,83.48,152.51,0,35
0,58.2,31,87.8,72.3,28.6,83.48,151.15,0,33
0,58.1,31,87.8,74.4,28.7,83.66,151.46,0,36
0,58.3,31,87.8,72.5,28.8,83.84,151.35,0,31
0,58.6,31,87.8,71.9,28.8,83.84,150.5,0,30
0,58.4,31,87.8,71.6,28.9,84.02,150.18,0,30
0,58.3,31,87.8,71.8,28.9,84.02,149.94,0,30
0,58.4,31,87.8,72.1,28.9,84.02,149.02,0,30
0,58.4,31,87.8,71.9,29,84.2,148.19,0,27
0,58.3,31,87.8,71,29,84.2,148.28,0,27
0,58.3,31,87.8,71.6,29,84.2,147.52,0,29
0,58.3,31,87.8,72.1,29.1,84.38,145.65,0,26
0,58.3,31,87.8,70.6,29.1,84.38,146.81,0,25
0,58.3,31,87.8,71.2,29.1,84.38,145.95,0,25
0,58.4,31,87.8,70.5,29.1,84.38,146.61,0,25
0,58.4,31,87.8,71.1,29.1,84.38,146.14,0,23
0,58.5,31,87.8,71.3,29.2,84.56,145,0,25
0,58.3,31,87.8,70.8,29.2,84.56,142.5,0,23
0,58.5,31,87.8,70.5,29.2,84.56,145.42,0,23
0,58.6,31,87.8,69.6,29.3,84.74,141.05,0,23
0,58.5,31,87.8,70.3,29.3,84.74,141.09,0,22
0,58.5,31,87.8,69,29.3,84.74,141.19,0,21
0,58.5,31,87.8,69.6,29.3,84.74,140.87,0,20
0,58.4,31,87.8,69.9,29.4,84.92,139.9,0,20
0,58.5,31,87.8,70.8,29.4,84.92,142.25,0,18
0,58.6,31,87.8,69.8,29.4,84.92,139.93,0,16
0,58.6,31,87.8,69.9,29.5,85.1,140.06,0,19
0,58.7,31,87.8,70,29.5,85.1,140.4,0,19
0,58.5,31,87.8,70,29.5,85.1,140.65,0,17
0,58.6,31,87.8,69.5,29.5,85.1,139.31,0,12
0,58.7,31,87.8,68.9,29.5,85.1,138.82,0,17
0,58.7,31,87.8,69,29.6,85.28,138.9,0,16
0,58.8,31,87.8,68.7,29.6,85.28,138.57,0,16
0,58.7,31,87.8,68.8,29.6,85.28,138.2,0,13
0,58.8,31,87.8,68.4,29.7,85.46,138.32,0,12
0,59,31,87.8,68.5,29.7,85.46,137.03,0,8
0,59,31,87.8,68.9,29.7,85.46,134.33,0,11
0,59.1,31,87.8,68.5,29.8,85.64,137.02,0,9
0,59.2,31,87.8,68.2,29.8,85.64,135.91,0,9
0,59.3,31,87.8,68.1,29.8,85.64,135.72,0,9
0,59.2,31,87.8,67.8,29.8,85.64,135.41,0,7
0,59.1,31,87.8,68.5,29.9,85.82,135.46,0,9
0,59.3,31,87.8,68.4,29.9,85.82,135.38,0,9
0,59.2,31,87.8,68.5,29.9,85.82,135.25,0,9
0,59.3,31,87.8,68.8,30,86,131.28,0,9
0,59.5,31,87.8,68,30,86,134.64,0,8
0,59.6,31,87.8,67.8,30,86,132.56,0,5
0,59.6,31,87.8,68,30,86,134.09,0,7
0,59.5,31,87.8,68.6,30.1,86.18,134.01,0,3
0,59.6,31,87.8,68,30.1,86.18,133.34,0,4
0,59.7,31,87.8,67.8,30.1,86.18,133.16,0,6
0,59.7,30.9,87.62,68,30.1,86.18,132.99,0,3
0,59.6,31,87.8,68,30.2,86.36,133.09,0,3
0,59.7,31,87.8,67.9,30.2,86.36,133.69,0,5
0,59.7,31,87.8,68.5,30.2,86.36,131.1,0,1
0,59.9,31,87.8,67.4,30.2,86.36,129.41,0,3
0,60,31,87.8,67.7,30.2,86.36,129.23,0,2
0,60,31,87.8,67.7,30.3,86.54,129.18,0,3
0,60.1,31,87.8,67.9,30.3,86.54,129.61,0,1
0,60,31,87.8,67.6,30.3,86.54,127.59,0,3
0,60.3,31,87.8,67.6,30.3,86.54,127.26,0,2
0,60.2,31,87.8,67.3,30.3,86.54,132.37,0,0
0,60.2,31,87.8,67.2,30.3,86.54,129.46,0,0
0,60.5,31,87.8,67.8,30.4,86.72,129.11,0,1
0,60.4,31,87.8,67.6,30.4,86.72,131.5,0,0
0,60.4,31,87.8,67.8,30.4,86.72,131.5,0,0
0,60.5,31,87.8,67.3,30.4,86.72,131.71,0,0
0,60.5,30.9,87.62,67,30.4,86.72,130.66,0,0
0,60.4,31,87.8,67.5,30.4,86.72,131.29,0,0
0,60.7,31,87.8,68,30.5,86.9,125.96,0,0
0,60.8,31,87.8,67.5,30.5,86.9,131.11,0,0
0,60.9,31,87.8,67.5,30.5,86.9,130.51,0,0
0,60.9,31,87.8,67.5,30.5,86.9,130.58,0,0
0,60.8,31,87.8,67.7,30.5,86.9,130.54,0,0
0,60.9,31,87.8,67,30.6,87.08,129.65,0,0
0,61.1,31,87.8,67.2,30.6,87.08,130.47,0,0
0,60.9,31,87.8,67.2,30.6,87.08,130.42,0,0
0,60.9,31,87.8,67,30.6,87.08,130.01,0,0
0,61.1,31,87.8,67.2,30.6,87.08,130.33,0,0
0,61,31,87.8,67.1,30.7,87.26,130.05,0,0
0,61.1,31,87.8,66.9,30.7,87.26,127.62,0,0
0,61.2,31,87.8,67.1,30.7,87.26,128.26,0,0
0,61.2,31,87.8,67.2,30.7,87.26,127.39,0,0
0,61.2,31,87.8,67,30.7,87.26,127.77,0,0
0,61.2,31,87.8,66.9,30.8,87.44,128.11,0,0
0,61.2,31,87.8,66.1,30.8,87.44,128.92,0,0
0,61.1,31,87.8,66.3,30.8,87.44,130.45,0,0
0,61.2,31,87.8,66.4,30.7,87.26,129.99,0,0
0,61.3,31,87.8,66.4,30.8,87.44,130.28,0,0
0,61.3,31,87.8,66.1,30.8,87.44,129.05,0,0
0,61.2,31.1,87.98,66.1,30.8,87.44,129.29,0,0
0,61.2,31,87.8,66.3,30.8,87.44,130.27,0,0
0,61.2,31,87.8,66.2,30.8,87.44,129.49,0,0
0,61,31,87.8,66.4,30.8,87.44,129.68,0,0
0,61.1,31.1,87.98,66.4,30.8,87.44,129.88,0,0
0,61.1,31,87.8,66.2,30.8,87.44,129.52,0,0
0,61.2,31.1,87.98,66.3,30.8,87.44,129.7,0,0
0,61.3,31,87.8,66.2,30.8,87.44,129.54,0,0
0,61.2,31.1,87.98,66.2,30.9,87.62,129.85,0,0
0,61.2,31.1,87.98,66.3,30.9,87.62,129.1,0,0
0,61.3,31.1,87.98,66.1,30.9,87.62,129.17,0,0
0,61.3,31.1,87.98,66.3,30.9,87.62,129.51,0,0
0,61.4,31.1,87.98,65.8,30.9,87.62,128.68,0,0
0,61.4,31.1,87.98,66.1,30.9,87.62,128.8,0,0
0,61.5,31.1,87.98,65.9,30.9,87.62,129.37,0,0
0,61.3,31,87.8,65.9,30.9,87.62,130.02,0,0
0,61.4,31,87.8,66.1,30.9,87.62,129.98,0,0
0,61.5,31.1,87.98,66.1,30.9,87.62,130.09,0,0
0,61.4,31.1,87.98,65.9,30.9,87.62,130.11,0,0
0,61.3,31.1,87.98,66,30.9,87.62,127.35,0,0
0,61.5,31.1,87.98,65.7,30.9,87.62,128.51,0,0
0,61.5,31.1,87.98,65.5,30.9,87.62,126.38,0,0
0,61.4,31.1,87.98,65.7,30.9,87.62,129.08,0,0
0,61.4,31.1,87.98,65.6,30.9,87.62,127.87,0,0
0,61.6,31,87.8,65.7,30.9,87.62,128.24,0,0
0,61.5,31,87.8,65.9,30.9,87.62,128.57,0,0
0,61.5,31,87.8,65.9,30.9,87.62,128.61,0,0
0,61.4,31,87.8,65.6,30.9,87.62,127.34,0,0
0,61.4,31,87.8,65.8,31,87.8,127.93,0,0
0,61.7,31,87.8,65.9,30.9,87.62,128.11,0,0
0,61.7,31,87.8,66,31,87.8,128.13,0,0
0,61.7,31.1,87.98,66.1,31,87.8,127.85,0,0
0,61.6,31,87.8,66,31,87.8,127.71,0,0
0,61.8,31,87.8,66,31,87.8,127.62,0,0
0,61.8,31,87.8,66,31.1,87.98,127.31,0,0
0,61.8,31,87.8,65.9,31.1,87.98,127.46,0,0
