1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.2,58.9,31.4,0.14,16.0
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.6,31.1,-1.0,-1.0,184.82,215.0
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.6,31.1,68.2,31.3,265.03,137.5
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,-1.0,-1.0,184.27,292.25
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,64.6,31.0,265.92,174.625
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,-1.0,-1.0,170.76,310.8125
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,66.6,30.6,267.29,191.90625
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,74.1,29.5,176.85,322.953125
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,66.1,30.2,266.12,196.9765625
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.3,31.1,74.7,29.1,179.89,325.98828125
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.3,31.1,67.9,29.8,265.78,197.994140625
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,74.7,28.9,175.64,327.9970703125
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,69.1,29.5,265.49,199.49853515625
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,74.1,28.6,176.19,328.249267578125
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,70.0,29.3,265.33,195.6246337890625
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.2,31.1,74.8,28.4,176.46,326.81231689453125
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.2,31.1,70.2,29.0,265.33,197.90615844726562
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,78.0,28.3,176.24,327.9530792236328
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,70.8,28.9,265.33,195.4765396118164
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,74.7,28.2,174.14,327.2382698059082
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,71.5,28.7,264.7,195.1191349029541
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.2,31.1,75.7,28.1,171.85,327.05956745147705
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.2,31.1,72.0,28.6,264.64,195.02978372573853
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,76.7,28.0,171.59,327.01489186286926
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,72.3,28.5,264.68,195.00744593143463
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,78.6,27.9,173.31,327.0037229657173
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,73.1,28.4,264.13,195.00186148285866
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,77.9,27.8,172.66,326.50093074142933
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,73.0,28.3,263.95,193.75046537071466
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,77.5,27.8,171.69,326.37523268535733
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,72.5,28.2,263.43,193.18761634267867
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,78.0,27.7,169.89,326.09380817133933
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,72.9,28.2,263.13,193.54690408566967
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,80.7,27.7,170.05,325.27345204283483
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.0,31.1,73.3,28.2,263.1,192.13672602141742
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,79.3,27.7,169.93,325.5683630107087
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,73.2,28.1,262.85,191.78418150535435
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,79.5,27.6,169.52,326.3920907526772
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,73.4,28.1,262.56,192.6960453763386
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,78.8,27.6,169.79,326.8480226881693
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.1,31.1,74.6,28.1,262.2,191.92401134408465
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,78.2,27.6,170.99,325.4620056720423
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,74.3,28.0,261.95,191.23100283602116
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.7,31.1,79.2,27.6,168.14,326.6155014180106
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.7,31.1,74.8,28.0,261.59,192.8077507090053
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,78.0,27.6,166.91,329.90387535450265
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,74.5,28.0,261.38,192.45193767725132
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,80.1,27.6,165.21,329.72596883862565
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,74.6,28.0,261.87,191.86298441931282
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,81.9,27.6,166.3,329.4314922096564
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,75.3,28.0,261.14,191.2157461048282
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.6,31.1,79.3,27.6,165.15,329.1078730524141
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.6,31.1,74.4,28.0,260.42,191.05393652620705
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,81.2,27.6,163.84,328.5269682631035
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,74.7,28.0,260.37,190.26348413155176
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,79.9,27.6,163.36,328.6317420657759
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,74.5,28.0,259.84,190.81587103288794
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,79.7,27.6,162.06,329.40793551644396
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.4,31.1,74.4,28.0,259.58,190.20396775822198
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,78.3,27.7,166.25,328.101983879111
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,74.4,28.0,259.08,190.5509919395555
0,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,77.2,27.7,163.02,328.77549596977775
1,cef4ae98-85a9-43ae-9e2e-1646072c87c1,57.5,31.1,74.8,28.0,258.83,187.88774798488888
