0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.4,28.6,84.3,28.0,293.89,293.89
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.4,28.6,92.0,27.6,276.72,276.72
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.3,28.6,83.9,28.0,292.77,292.77
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.3,28.6,91.6,27.6,276.24,276.24
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.2,28.6,83.2,28.0,292.66,292.66
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.2,28.6,91.6,27.5,274.84,274.84
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.1,28.6,83.2,28.0,292.43,292.43
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.1,28.6,91.4,27.6,274.08,274.08
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.1,28.6,83.4,28.0,292.18,292.18
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.1,28.6,91.5,27.6,273.57,273.57
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.0,28.6,83.8,28.0,291.96,291.96
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.0,28.6,91.6,27.5,273.07,273.07
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,74.9,28.6,83.6,28.0,291.79,291.79
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,74.9,28.6,91.7,27.5,272.67,272.67
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.0,28.6,84.0,28.0,291.56,291.56
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,75.0,28.6,91.8,27.5,272.1,272.1
0,abfe2b4a-a752-4a2f-bed5-ded45c43018b,74.7,28.6,83.7,28.0,291.4,291.4
1,abfe2b4a-a752-4a2f-bed5-ded45c43018b,74.7,28.6,91.9,27.5,271.83,271.83
