1,64.2,29.0,84.2,79.9,27.5,81.5,919.89
1,70.8,29.0,84.2,77.1,27.5,81.5,920.16
1,72.1,28.9,84.02,79.7,27.5,81.5,919.23
1,72.9,28.9,84.02,79.7,27.5,81.5,918.42
1,72.2,28.9,84.02,80.3,27.5,81.5,917.67
1,72.0,28.9,84.02,80.7,27.5,81.5,916.88
1,72.4,28.9,84.02,80.9,27.5,81.5,916.28
1,73.3,28.9,84.02,80.8,27.5,81.5,915.24
1,74.0,28.9,84.02,81.2,27.5,81.5,914.57
1,74.1,28.9,84.02,81.7,27.6,81.68,913.51
1,74.0,28.9,84.02,81.9,27.6,81.68,912.73
1,74.5,28.9,84.02,82.4,27.7,81.86,912.15
1,74.8,28.9,84.02,82.7,27.7,81.86,911.19
1,75.3,28.9,84.02,82.6,27.7,81.86,910.48
1,76.0,28.9,84.02,82.8,27.7,81.86,909.64
1,75.9,28.9,84.02,83.1,27.7,81.86,908.99
1,76.0,28.9,84.02,83.1,27.7,81.86,908.0
1,76.9,28.9,84.02,83.6,27.8,82.04,913.05
1,73.3,28.9,84.02,83.3,27.8,82.04,925.41
1,65.3,29.0,84.2,80.1,27.8,82.04,926.24
1,72.2,29.0,84.2,76.4,27.7,81.86,924.07
1,71.1,29.0,84.2,78.6,27.7,81.86,922.51
1,71.7,28.9,84.02,79.4,27.7,81.86,921.32
1,71.4,28.9,84.02,79.3,27.7,81.86,920.2
1,72.2,28.9,84.02,79.6,27.7,81.86,918.96
1,72.7,28.9,84.02,80.0,27.7,81.86,918.08
1,73.0,28.9,84.02,80.3,27.7,81.86,917.03
1,73.6,28.9,84.02,80.5,27.7,81.86,916.0
1,73.9,28.9,84.02,80.8,27.7,81.86,915.0
1,73.8,28.9,84.02,81.0,27.7,81.86,914.25
1,74.8,28.8,83.84,81.4,27.8,82.04,913.26
1,74.9,28.9,84.02,82.2,27.8,82.04,912.26
1,75.1,28.9,84.02,82.3,27.8,82.04,911.56
1,75.5,28.9,84.02,82.7,27.8,82.04,910.59
1,75.3,28.9,84.02,83.1,27.8,82.04,909.74
1,75.9,28.8,83.84,82.9,27.8,82.04,909.11
1,76.2,28.9,84.02,83.4,27.9,82.22,908.29
1,76.4,28.8,83.84,83.1,27.9,82.22,907.57
1,76.7,28.8,83.84,83.3,27.9,82.22,906.83
1,76.1,28.9,84.02,83.6,27.9,82.22,906.0
1,76.9,28.8,83.84,83.8,27.9,82.22,905.29
1,77.1,28.8,83.84,83.5,27.9,82.22,904.59
1,77.2,28.9,84.02,83.5,27.9,82.22,903.74
1,77.4,28.9,84.02,83.7,27.9,82.22,903.13
1,77.6,28.9,84.02,83.7,28.0,82.4,902.45
1,77.7,28.9,84.02,83.8,28.0,82.4,901.86
1,77.8,28.9,84.02,84.2,28.0,82.4,900.99
1,77.8,28.9,84.02,84.4,28.0,82.4,900.36
1,78.2,28.9,84.02,84.3,28.0,82.4,899.69
1,78.4,28.9,84.02,84.2,28.0,82.4,898.98
1,78.5,28.9,84.02,84.5,28.0,82.4,898.43
1,78.6,28.9,84.02,84.5,28.1,82.58,897.79
1,78.8,28.9,84.02,84.7,28.1,82.58,897.16
1,79.0,28.9,84.02,84.9,28.1,82.58,896.44
1,79.3,29.0,84.2,84.9,28.1,82.58,895.86
1,79.3,28.9,84.02,85.1,28.1,82.58,895.24
1,79.6,28.9,84.02,85.5,28.1,82.58,894.75
1,79.7,29.0,84.2,85.6,28.2,82.76,894.03
1,79.7,29.0,84.2,85.7,28.1,82.58,893.47
1,79.9,29.0,84.2,85.9,28.2,82.76,892.63
1,80.2,29.0,84.2,86.0,28.2,82.76,892.14
1,80.1,29.0,84.2,86.2,28.2,82.76,891.29
1,80.2,29.0,84.2,86.1,28.2,82.76,890.95
1,80.4,29.0,84.2,86.0,28.2,82.76,890.45
1,80.3,29.0,84.2,86.1,28.2,82.76,889.9
1,80.6,29.0,84.2,86.3,28.2,82.76,889.2
1,80.6,29.0,84.2,86.5,28.2,82.76,888.57
1,80.7,29.0,84.2,86.5,28.3,82.94,887.88
1,80.6,29.0,84.2,86.6,28.3,82.94,887.33
1,80.9,29.1,84.38,86.5,28.3,82.94,886.71
1,80.8,29.0,84.2,86.6,28.3,82.94,886.19
1,80.9,29.1,84.38,86.7,28.3,82.94,885.76
1,81.1,29.1,84.38,86.7,28.3,82.94,885.1
1,81.1,29.1,84.38,86.7,28.3,82.94,884.64
1,81.1,29.1,84.38,86.8,28.3,82.94,884.04
1,81.3,29.1,84.38,86.9,28.3,82.94,883.41
1,81.4,29.1,84.38,87.0,28.3,82.94,882.94
1,81.5,29.0,84.2,87.1,28.3,82.94,882.27
1,81.6,29.1,84.38,87.2,28.3,82.94,881.94
1,81.6,29.1,84.38,87.6,28.3,82.94,881.28
1,81.7,29.1,84.38,88.0,28.4,83.12,880.94
1,81.8,29.1,84.38,88.2,28.4,83.12,880.17
1,81.6,29.1,84.38,88.0,28.3,82.94,879.86
1,81.7,29.1,84.38,88.0,28.4,83.12,879.22
1,81.8,29.1,84.38,88.0,28.4,83.12,878.68
1,82.0,29.1,84.38,88.2,28.4,83.12,878.03
1,82.2,29.0,84.2,88.3,28.4,83.12,877.67
1,82.3,29.1,84.38,88.5,28.4,83.12,876.99
1,82.3,29.1,84.38,88.4,28.4,83.12,876.64
1,82.4,29.1,84.38,88.8,28.4,83.12,876.29
1,82.5,29.1,84.38,88.2,28.4,83.12,875.82
1,82.5,29.1,84.38,88.0,28.4,83.12,875.19
1,82.5,29.1,84.38,87.9,28.4,83.12,874.74
1,82.5,29.1,84.38,87.8,28.4,83.12,874.11
1,82.6,29.1,84.38,87.9,28.4,83.12,873.67
1,82.5,29.1,84.38,87.8,28.4,83.12,873.33
1,82.6,29.1,84.38,87.8,28.4,83.12,872.69
1,82.7,29.1,84.38,88.1,28.4,83.12,872.17
1,82.6,29.1,84.38,88.0,28.4,83.12,871.68
1,82.9,29.1,84.38,88.0,28.4,83.12,871.29
1,83.0,29.1,84.38,88.1,28.4,83.12,870.95
1,83.1,29.1,84.38,88.3,28.4,83.12,870.43
1,83.2,29.1,84.38,88.4,28.4,83.12,869.86
1,83.2,29.1,84.38,88.5,28.4,83.12,869.44
1,83.2,29.1,84.38,88.6,28.4,83.12,868.95
1,83.4,29.1,84.38,88.6,28.5,83.3,868.49
1,83.4,29.1,84.38,88.7,28.5,83.3,868.16
1,83.4,29.1,84.38,88.3,28.4,83.12,867.56
1,83.5,29.1,84.38,88.3,28.5,83.3,867.04
1,83.5,29.1,84.38,88.7,28.5,83.3,866.56
1,83.6,29.1,84.38,88.9,28.5,83.3,866.07
1,83.7,29.1,84.38,88.9,28.5,83.3,865.79
1,83.7,29.1,84.38,89.0,28.5,83.3,865.29
1,82.8,29.1,84.38,88.7,28.5,83.3,864.86
1,82.5,29.1,84.38,88.2,28.5,83.3,864.54
1,82.5,29.0,84.2,87.7,28.5,83.3,863.84
1,82.9,29.0,84.2,87.8,28.5,83.3,863.54
1,83.0,29.0,84.2,87.8,28.5,83.3,863.12
1,83.0,29.0,84.2,88.1,28.4,83.12,862.64
1,83.2,28.9,84.02,88.2,28.5,83.3,862.26
1,83.2,28.9,84.02,88.3,28.5,83.3,861.71
1,83.8,28.9,84.02,88.5,28.4,83.12,861.52
1,83.9,28.9,84.02,88.8,28.5,83.3,860.91
1,83.9,28.9,84.02,88.8,28.4,83.12,860.55
1,84.0,28.9,84.02,88.9,28.5,83.3,860.17
1,83.7,29.0,84.2,89.0,28.5,83.3,859.56
1,83.9,28.9,84.02,89.2,28.4,83.12,859.14
1,83.8,29.0,84.2,89.1,28.4,83.12,858.76
1,83.7,29.0,84.2,88.9,28.5,83.3,858.57
1,83.7,29.0,84.2,88.8,28.4,83.12,858.02
1,83.5,29.0,84.2,88.5,28.5,83.3,857.54
1,83.5,29.0,84.2,88.2,28.5,83.3,857.16
1,83.6,28.9,84.02,88.3,28.5,83.3,856.77
1,83.9,28.9,84.02,88.2,28.5,83.3,856.46
1,83.7,28.9,84.02,88.7,28.5,83.3,856.1
1,84.0,28.9,84.02,89.0,28.5,83.3,855.65
1,83.9,28.9,84.02,88.9,28.5,83.3,855.14
1,84.5,28.9,84.02,88.9,28.5,83.3,854.77
1,84.2,28.9,84.02,88.9,28.5,83.3,854.39
1,84.5,28.9,84.02,88.8,28.5,83.3,854.05
1,84.5,28.9,84.02,89.1,28.5,83.3,853.54
1,84.4,28.9,84.02,88.9,28.5,83.3,853.06
1,84.4,28.9,84.02,89.0,28.5,83.3,852.76
1,84.3,28.9,84.02,88.8,28.5,83.3,852.35
1,84.2,28.9,84.02,88.8,28.5,83.3,851.8
1,84.4,28.9,84.02,88.7,28.5,83.3,851.45
1,84.2,28.9,84.02,88.8,28.5,83.3,851.14
1,84.4,28.9,84.02,88.7,28.5,83.3,850.57
1,84.0,28.9,84.02,88.6,28.5,83.3,850.26
1,84.3,28.9,84.02,88.8,28.5,83.3,850.0
1,84.2,28.9,84.02,89.6,28.5,83.3,849.55
1,84.3,28.9,84.02,88.9,28.5,83.3,849.41
1,84.3,28.9,84.02,88.6,28.5,83.3,848.83
1,84.4,28.9,84.02,89.1,28.5,83.3,848.42
1,84.7,28.9,84.02,88.7,28.5,83.3,848.13
1,84.6,28.9,84.02,88.7,28.5,83.3,847.39
1,84.2,28.9,84.02,88.6,28.5,83.3,847.24
1,84.2,28.9,84.02,88.4,28.5,83.3,846.94
1,84.5,28.9,84.02,88.6,28.5,83.3,846.6
1,84.4,28.9,84.02,88.9,28.5,83.3,846.23
1,84.7,28.9,84.02,88.9,28.5,83.3,845.82
1,84.6,28.8,83.84,88.7,28.5,83.3,845.31
1,84.8,28.8,83.84,89.3,28.5,83.3,844.83
1,85.0,28.8,83.84,89.3,28.5,83.3,844.62
1,85.1,28.8,83.84,89.1,28.5,83.3,844.21
1,85.1,28.8,83.84,89.3,28.5,83.3,843.78
1,85.3,28.8,83.84,89.1,28.5,83.3,843.48
1,85.2,28.8,83.84,89.2,28.5,83.3,842.97
1,85.2,28.8,83.84,89.1,28.5,83.3,842.56
1,84.9,28.8,83.84,89.0,28.5,83.3,842.44
1,85.0,28.8,83.84,89.1,28.5,83.3,842.05
1,85.0,28.8,83.84,89.1,28.5,83.3,841.62
1,85.3,28.8,83.84,88.9,28.5,83.3,841.19
1,84.9,28.8,83.84,88.9,28.5,83.3,840.84
1,85.4,28.8,83.84,89.1,28.5,83.3,840.49
1,85.3,28.8,83.84,89.5,28.5,83.3,840.05
1,85.3,28.8,83.84,89.8,28.5,83.3,839.62
1,85.5,28.8,83.84,89.7,28.5,83.3,839.38
1,85.5,28.8,83.84,89.7,28.5,83.3,838.94
1,85.2,28.8,83.84,89.5,28.5,83.3,838.53
1,85.6,28.8,83.84,89.1,28.5,83.3,838.05
1,85.1,28.8,83.84,88.9,28.5,83.3,837.89
1,85.3,28.8,83.84,89.6,28.5,83.3,837.43
1,85.5,28.8,83.84,89.4,28.5,83.3,837.06
1,86.3,28.8,83.84,89.8,28.5,83.3,836.8
1,86.3,28.8,83.84,90.3,28.5,83.3,836.42
1,86.3,28.8,83.84,90.7,28.5,83.3,836.11
1,86.2,28.8,83.84,90.8,28.5,83.3,835.72
1,86.4,28.8,83.84,90.7,28.6,83.48,835.51
1,86.4,28.9,84.02,90.8,28.5,83.3,835.27
1,86.2,28.9,84.02,91.0,28.5,83.3,834.85
1,86.1,28.9,84.02,90.9,28.5,83.3,834.55
1,86.3,28.9,84.02,91.0,28.5,83.3,834.31
1,86.2,28.9,84.02,91.0,28.6,83.48,833.89
1,86.1,28.9,84.02,91.0,28.5,83.3,833.52
1,86.2,29.0,84.2,90.9,28.5,83.3,833.25
1,86.1,29.0,84.2,91.1,28.6,83.48,832.93
1,86.0,29.0,84.2,91.1,28.6,83.48,832.71
1,86.0,29.0,84.2,91.0,28.6,83.48,832.44
1,85.9,29.0,84.2,90.8,28.6,83.48,832.16
1,85.9,29.0,84.2,90.9,28.6,83.48,831.75
1,85.6,29.0,84.2,90.7,28.6,83.48,831.48
1,85.8,29.0,84.2,90.9,28.6,83.48,831.19
1,85.9,28.9,84.02,90.6,28.6,83.48,830.99
1,85.9,29.0,84.2,91.0,28.6,83.48,830.59
1,85.8,29.0,84.2,91.0,28.6,83.48,830.23
1,85.8,29.0,84.2,90.5,28.6,83.48,829.96
1,85.9,28.9,84.02,91.0,28.6,83.48,829.77
1,86.0,29.0,84.2,90.4,28.6,83.48,829.37
1,86.0,29.0,84.2,90.5,28.7,83.66,828.92
1,86.0,29.0,84.2,90.2,28.6,83.48,828.9
1,86.1,29.0,84.2,90.6,28.7,83.66,828.39
1,86.2,29.0,84.2,90.8,28.6,83.48,828.13
1,86.1,29.0,84.2,90.8,28.6,83.48,827.96
1,86.0,29.0,84.2,90.4,28.6,83.48,827.49
1,85.9,29.0,84.2,90.2,28.6,83.48,827.33
